code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,num_assessments_submitted,avg_score,avg_days_late,num_late_submissions,avg_assessment_weight,total_clicks,num_active_days,num_active_weeks,first_active_date,last_active_date,avg_weekly_clicks,engagement_span_days,date_registration,at_risk
AAA,2013J,300398,M,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,5.0,78.8,-8.6,1.0,20.0,1997.0,108.0,38.0,-10.0,264.0,52.55263157894737,274.0,-59.0,0
AAA,2013J,302302,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,3.0,58.666666666666664,1.3333333333333333,1.0,16.666666666666668,513.0,24.0,15.0,-10.0,175.0,34.2,185.0,-83.0,1
AAA,2013J,305152,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,1.0,64.0,0.0,0.0,10.0,146.0,11.0,9.0,-8.0,199.0,16.22222222222222,207.0,-18.0,1
AAA,2013J,305386,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,Y,5.0,78.0,0.0,0.0,20.0,1277.0,85.0,32.0,-5.0,242.0,39.90625,247.0,-66.0,0
AAA,2013J,305539,F,Wales,Lower Than A Level,80-90%,0-35,0,120,N,0.0,,,0.0,,68.0,6.0,2.0,-10.0,-5.0,34.0,5.0,-54.0,1
AAA,2013J,306107,M,West Midlands Region,A Level or Equivalent,50-60%,35-55,0,120,N,5.0,58.2,-0.4,0.0,20.0,987.0,81.0,33.0,1.0,243.0,29.90909090909091,242.0,-107.0,0
AAA,2013J,306466,M,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,N,5.0,82.0,-3.0,0.0,20.0,1220.0,110.0,36.0,-10.0,268.0,33.888888888888886,278.0,-58.0,0
AAA,2013J,306897,F,London Region,A Level or Equivalent,10-20,0-35,0,60,N,5.0,62.6,-0.4,1.0,20.0,2742.0,189.0,39.0,-10.0,261.0,70.3076923076923,271.0,-123.0,0
AAA,2013J,307061,F,East Midlands Region,HE Qualification,10-20,0-35,0,60,N,5.0,81.2,0.0,0.0,20.0,1081.0,87.0,38.0,-9.0,262.0,28.44736842105263,271.0,-31.0,0
AAA,2013J,307866,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,4.0,60.0,1.75,1.0,17.5,1476.0,76.0,34.0,-10.0,252.0,43.411764705882355,262.0,-107.0,0
AAA,2013J,311917,M,South West Region,A Level or Equivalent,60-70%,55<=,0,120,N,5.0,59.2,0.2,1.0,20.0,2230.0,145.0,38.0,-5.0,267.0,58.68421052631579,272.0,-121.0,0
AAA,2013J,312537,M,South Region,Post Graduate Qualification,90-100%,55<=,0,60,N,5.0,87.8,-1.6,0.0,20.0,12882.0,271.0,41.0,-10.0,268.0,314.1951219512195,278.0,-79.0,0
AAA,2013J,312782,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,5.0,61.8,-0.8,0.0,20.0,281.0,46.0,28.0,-10.0,243.0,10.035714285714286,253.0,-59.0,0
AAA,2013J,318933,F,East Anglian Region,HE Qualification,80-90%,0-35,0,120,N,5.0,66.6,-8.0,0.0,20.0,1281.0,106.0,35.0,-10.0,256.0,36.6,266.0,-100.0,0
AAA,2013J,319047,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,5.0,78.4,1.4,1.0,20.0,6589.0,232.0,41.0,-10.0,268.0,160.70731707317074,278.0,-47.0,0
AAA,2013J,321942,M,South Region,HE Qualification,90-100%,55<=,0,60,N,5.0,80.4,-2.8,0.0,20.0,10083.0,239.0,41.0,-10.0,268.0,245.9268292682927,278.0,-67.0,0
AAA,2013J,324002,M,East Anglian Region,HE Qualification,40-50%,35-55,0,60,N,5.0,80.4,-0.6,0.0,20.0,1901.0,122.0,36.0,-9.0,243.0,52.80555555555556,252.0,-32.0,0
AAA,2013J,324084,F,South West Region,A Level or Equivalent,10-20,35-55,0,60,N,5.0,57.6,-0.6,1.0,20.0,1961.0,110.0,35.0,-10.0,263.0,56.02857142857143,273.0,-165.0,0
AAA,2013J,324282,M,South East Region,A Level or Equivalent,90-100%,0-35,0,120,N,5.0,61.2,-0.8,0.0,20.0,133.0,38.0,26.0,-10.0,268.0,5.115384615384615,278.0,-32.0,0
AAA,2013J,331358,F,South Region,HE Qualification,90-100%,35-55,0,60,N,1.0,84.0,-1.0,0.0,10.0,2376.0,45.0,10.0,-10.0,52.0,237.6,62.0,-67.0,1
AAA,2013J,332789,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,5.0,74.4,-0.4,0.0,20.0,1655.0,72.0,34.0,-6.0,268.0,48.6764705882353,274.0,-64.0,0
AAA,2013J,333059,M,Scotland,A Level or Equivalent,20-30%,0-35,0,120,N,5.0,65.8,-0.2,0.0,20.0,301.0,31.0,18.0,-8.0,243.0,16.72222222222222,251.0,-103.0,0
AAA,2013J,333323,M,Scotland,HE Qualification,80-90%,0-35,0,60,N,5.0,74.4,0.0,0.0,20.0,648.0,36.0,24.0,-10.0,268.0,27.0,278.0,-53.0,0
AAA,2013J,334259,F,London Region,A Level or Equivalent,50-60%,0-35,0,150,N,2.0,53.0,0.5,1.0,15.0,332.0,27.0,15.0,-7.0,205.0,22.133333333333333,212.0,-32.0,1
AAA,2013J,334333,F,South West Region,A Level or Equivalent,0-10%,0-35,0,240,Y,1.0,36.0,-1.0,0.0,10.0,303.0,33.0,11.0,-10.0,63.0,27.545454545454547,73.0,-192.0,1
AAA,2013J,335764,F,South East Region,A Level or Equivalent,20-30%,0-35,0,60,N,3.0,86.33333333333333,1.6666666666666667,1.0,16.666666666666668,2286.0,106.0,25.0,-10.0,160.0,91.44,170.0,-196.0,1
AAA,2013J,336207,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,5.0,68.2,-2.0,0.0,20.0,1316.0,111.0,36.0,-10.0,262.0,36.55555555555556,272.0,-110.0,0
AAA,2013J,339972,M,North Region,A Level or Equivalent,80-90%,0-35,0,60,N,5.0,49.8,-0.4,1.0,20.0,333.0,33.0,21.0,-3.0,264.0,15.857142857142858,267.0,-57.0,0
AAA,2013J,341872,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,180,N,5.0,64.2,16.0,3.0,20.0,201.0,35.0,17.0,49.0,226.0,11.823529411764707,177.0,48.0,1
AAA,2013J,342007,F,West Midlands Region,HE Qualification,70-80%,0-35,0,60,N,1.0,75.0,1.0,1.0,10.0,880.0,38.0,10.0,-10.0,51.0,88.0,61.0,-71.0,1
AAA,2013J,342514,M,Scotland,Lower Than A Level,50-60%,55<=,0,60,N,5.0,77.2,-10.0,0.0,20.0,1950.0,98.0,34.0,-10.0,260.0,57.35294117647059,270.0,-81.0,0
AAA,2013J,342972,M,Yorkshire Region,HE Qualification,0-10%,0-35,0,60,N,5.0,60.4,-2.0,1.0,20.0,838.0,72.0,36.0,-10.0,247.0,23.27777777777778,257.0,-60.0,0
AAA,2013J,343446,M,Ireland,HE Qualification,70-80%,35-55,0,120,N,5.0,78.4,2.4,2.0,20.0,3644.0,173.0,40.0,-10.0,268.0,91.1,278.0,-49.0,0
AAA,2013J,344282,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,5.0,49.2,-1.0,0.0,20.0,65.0,18.0,15.0,1.0,242.0,4.333333333333333,241.0,-12.0,1
AAA,2013J,345068,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,180,Y,5.0,78.0,1.6,2.0,20.0,547.0,51.0,22.0,-4.0,243.0,24.863636363636363,247.0,-37.0,0
AAA,2013J,345357,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,60,N,5.0,80.4,-2.4,0.0,20.0,2219.0,134.0,37.0,-6.0,267.0,59.972972972972975,273.0,-18.0,0
AAA,2013J,346025,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,120,N,5.0,82.4,-1.0,0.0,20.0,569.0,103.0,36.0,-9.0,268.0,15.805555555555555,277.0,-75.0,0
AAA,2013J,346843,F,Scotland,HE Qualification,50-60%,35-55,0,120,N,0.0,,,0.0,,164.0,8.0,4.0,9.0,44.0,41.0,35.0,-44.0,1
AAA,2013J,350188,M,North Western Region,HE Qualification,80-90%,35-55,0,60,N,5.0,73.8,0.0,0.0,20.0,761.0,78.0,30.0,-10.0,264.0,25.366666666666667,274.0,-49.0,0
AAA,2013J,354858,M,South Region,HE Qualification,90-100%,35-55,0,120,N,0.0,,,0.0,,198.0,7.0,3.0,-9.0,1.0,66.0,10.0,-32.0,1
AAA,2013J,357668,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,N,3.0,57.0,0.0,0.0,16.666666666666668,166.0,27.0,15.0,1.0,171.0,11.066666666666666,170.0,-38.0,1
AAA,2013J,364177,M,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,N,4.0,69.0,-2.5,0.0,17.5,821.0,63.0,24.0,-9.0,212.0,34.208333333333336,221.0,-129.0,1
AAA,2013J,365244,F,London Region,A Level or Equivalent,0-10%,0-35,0,120,N,5.0,56.4,0.0,0.0,20.0,891.0,78.0,28.0,-9.0,256.0,31.821428571428573,265.0,-38.0,0
AAA,2013J,365642,M,East Anglian Region,Lower Than A Level,10-20,35-55,0,60,N,5.0,70.0,-1.8,0.0,20.0,2129.0,148.0,40.0,-10.0,268.0,53.225,278.0,-52.0,0
AAA,2013J,366483,M,South West Region,HE Qualification,40-50%,0-35,0,60,N,5.0,76.8,-2.2,0.0,20.0,1465.0,129.0,34.0,-3.0,243.0,43.088235294117645,246.0,-4.0,0
AAA,2013J,368194,F,South West Region,A Level or Equivalent,50-60%,0-35,0,120,Y,5.0,50.4,5.2,2.0,20.0,437.0,32.0,20.0,-9.0,242.0,21.85,251.0,-123.0,0
AAA,2013J,368824,M,Wales,HE Qualification,50-60%,35-55,0,120,N,5.0,55.6,-0.8,0.0,20.0,292.0,25.0,17.0,-3.0,247.0,17.176470588235293,250.0,-60.0,1
AAA,2013J,368963,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,180,N,5.0,66.4,-5.4,1.0,20.0,677.0,52.0,28.0,-10.0,236.0,24.178571428571427,246.0,-19.0,0
AAA,2013J,376439,M,North Region,HE Qualification,Unknown,0-35,0,60,N,5.0,87.0,3.2,1.0,20.0,2342.0,154.0,37.0,-10.0,249.0,63.2972972972973,259.0,-87.0,0
AAA,2013J,376581,F,South Region,A Level or Equivalent,80-90%,35-55,0,60,N,5.0,72.8,2.0,2.0,20.0,2333.0,124.0,33.0,2.0,243.0,70.6969696969697,241.0,-64.0,0
AAA,2013J,380953,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,5.0,67.8,-2.0,0.0,20.0,1062.0,97.0,32.0,-10.0,249.0,33.1875,259.0,-155.0,0
AAA,2013J,383254,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,120,N,5.0,75.6,1.6,1.0,20.0,543.0,91.0,29.0,-7.0,234.0,18.724137931034484,241.0,-61.0,0
AAA,2013J,386924,M,Ireland,Lower Than A Level,Unknown,0-35,0,120,N,5.0,67.8,1.4,2.0,20.0,164.0,31.0,21.0,2.0,228.0,7.809523809523809,226.0,-192.0,0
AAA,2013J,386952,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,120,N,5.0,68.0,1.8,2.0,20.0,910.0,114.0,41.0,-10.0,268.0,22.195121951219512,278.0,-38.0,0
AAA,2013J,388722,F,London Region,Lower Than A Level,80-90%,35-55,0,60,N,5.0,63.8,2.0,2.0,20.0,671.0,57.0,30.0,-10.0,248.0,22.366666666666667,258.0,-179.0,0
AAA,2013J,388885,M,South West Region,A Level or Equivalent,90-100%,35-55,0,60,N,5.0,60.6,-1.8,0.0,20.0,875.0,50.0,26.0,-10.0,267.0,33.65384615384615,277.0,-185.0,0
AAA,2013J,390890,M,Scotland,A Level or Equivalent,0-10%,0-35,0,90,N,3.0,69.66666666666667,1.3333333333333333,2.0,16.666666666666668,639.0,50.0,21.0,-9.0,195.0,30.428571428571427,204.0,-31.0,1
AAA,2013J,392756,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,5.0,45.0,0.0,0.0,20.0,363.0,44.0,25.0,-9.0,242.0,14.52,251.0,-58.0,1
AAA,2013J,392931,F,North Western Region,A Level or Equivalent,50-60%,35-55,0,120,N,5.0,68.4,4.2,3.0,20.0,3003.0,177.0,40.0,-10.0,268.0,75.075,278.0,-54.0,0
AAA,2013J,393207,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,60,N,5.0,74.2,-1.0,0.0,20.0,876.0,50.0,29.0,-10.0,243.0,30.20689655172414,253.0,-38.0,0
AAA,2013J,396872,M,Yorkshire Region,HE Qualification,50-60%,0-35,0,180,N,5.0,61.4,3.0,2.0,20.0,996.0,70.0,27.0,-10.0,244.0,36.888888888888886,254.0,-23.0,0
AAA,2013J,398552,M,Yorkshire Region,Lower Than A Level,90-100%,0-35,0,240,N,5.0,46.4,-0.6,0.0,20.0,1183.0,87.0,35.0,-8.0,261.0,33.8,269.0,-57.0,1
AAA,2013J,401869,F,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,5.0,65.0,2.8,2.0,20.0,955.0,90.0,34.0,-10.0,253.0,28.08823529411765,263.0,-53.0,0
AAA,2013J,402470,M,South West Region,Lower Than A Level,50-60%,35-55,0,60,N,5.0,72.6,-2.2,0.0,20.0,1445.0,83.0,34.0,-9.0,263.0,42.5,272.0,-130.0,0
AAA,2013J,404804,M,Wales,Lower Than A Level,20-30%,35-55,0,120,N,5.0,43.8,-8.2,0.0,20.0,509.0,26.0,14.0,-10.0,244.0,36.357142857142854,254.0,-129.0,0
AAA,2013J,405088,M,North Region,A Level or Equivalent,20-30%,0-35,0,120,N,5.0,77.2,1.2,1.0,20.0,1388.0,87.0,30.0,-10.0,268.0,46.266666666666666,278.0,-67.0,0
AAA,2013J,405961,M,Scotland,A Level or Equivalent,90-100%,0-35,0,240,Y,0.0,,,0.0,,0.0,0.0,0.0,,,,,-170.0,1
AAA,2013J,414117,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,120,N,5.0,76.4,2.6,2.0,20.0,807.0,105.0,35.0,-10.0,266.0,23.057142857142857,276.0,-73.0,0
AAA,2013J,415969,M,West Midlands Region,HE Qualification,0-10%,35-55,0,90,N,3.0,59.666666666666664,4.666666666666667,3.0,16.666666666666668,1359.0,49.0,18.0,-10.0,156.0,75.5,166.0,-60.0,1
AAA,2013J,420087,M,Scotland,A Level or Equivalent,40-50%,0-35,0,60,Y,3.0,76.0,3.0,3.0,16.666666666666668,342.0,27.0,12.0,0.0,168.0,28.5,168.0,-15.0,1
AAA,2013J,429958,F,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,N,5.0,58.4,0.0,0.0,20.0,411.0,25.0,15.0,2.0,243.0,27.4,241.0,-58.0,0
AAA,2013J,441018,F,South East Region,A Level or Equivalent,70-80%,0-35,0,150,N,5.0,59.8,-0.6,0.0,20.0,646.0,50.0,27.0,-10.0,238.0,23.925925925925927,248.0,-52.0,0
AAA,2013J,441888,M,London Region,A Level or Equivalent,20-30%,0-35,0,120,N,5.0,70.6,-0.2,1.0,20.0,739.0,43.0,20.0,-8.0,243.0,36.95,251.0,-53.0,0
AAA,2013J,442442,M,South West Region,HE Qualification,80-90%,0-35,0,120,N,2.0,40.5,0.0,0.0,15.0,1009.0,49.0,21.0,-10.0,163.0,48.04761904761905,173.0,-32.0,1
AAA,2013J,444677,M,London Region,HE Qualification,30-40%,0-35,0,60,N,5.0,87.6,0.0,0.0,20.0,1241.0,140.0,39.0,-8.0,265.0,31.82051282051282,273.0,-38.0,0
AAA,2013J,470588,M,South East Region,HE Qualification,90-100%,35-55,0,60,N,1.0,86.0,0.0,0.0,10.0,400.0,16.0,10.0,-10.0,63.0,40.0,73.0,-43.0,1
AAA,2013J,489455,F,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,5.0,70.6,-3.6,0.0,20.0,2832.0,131.0,38.0,-10.0,256.0,74.52631578947368,266.0,-120.0,0
AAA,2013J,494424,F,North Region,A Level or Equivalent,80-90%,0-35,0,60,N,0.0,,,0.0,,58.0,2.0,2.0,-7.0,18.0,29.0,25.0,-38.0,1
AAA,2013J,495284,M,South East Region,HE Qualification,80-90%,0-35,0,120,N,5.0,66.6,0.6,1.0,20.0,901.0,78.0,32.0,0.0,259.0,28.15625,259.0,-29.0,0
AAA,2013J,498857,M,North Western Region,HE Qualification,80-90%,35-55,0,60,N,5.0,73.0,0.0,0.0,20.0,998.0,88.0,33.0,-3.0,242.0,30.242424242424242,245.0,-16.0,0
AAA,2013J,508818,M,London Region,A Level or Equivalent,40-50%,0-35,0,120,N,5.0,71.8,0.0,0.0,20.0,1129.0,61.0,25.0,-9.0,243.0,45.16,252.0,-156.0,0
AAA,2013J,512460,M,South East Region,HE Qualification,90-100%,0-35,0,120,N,5.0,72.4,-0.2,1.0,20.0,521.0,58.0,24.0,-10.0,234.0,21.708333333333332,244.0,-32.0,0
AAA,2013J,544103,M,North Western Region,HE Qualification,40-50%,0-35,0,120,N,5.0,81.0,-0.6,0.0,20.0,2328.0,112.0,35.0,-10.0,262.0,66.51428571428572,272.0,-127.0,0
AAA,2013J,550383,M,South East Region,HE Qualification,60-70%,0-35,0,60,N,5.0,72.0,1.0,1.0,20.0,910.0,66.0,26.0,-10.0,242.0,35.0,252.0,-51.0,0
AAA,2013J,564450,M,West Midlands Region,HE Qualification,80-90%,0-35,0,120,N,5.0,59.2,-1.2,0.0,20.0,224.0,32.0,21.0,-7.0,258.0,10.666666666666666,265.0,-43.0,1
AAA,2013J,568601,F,Scotland,HE Qualification,30-40%,0-35,0,60,N,2.0,81.5,3.0,1.0,15.0,488.0,17.0,11.0,10.0,123.0,44.36363636363637,113.0,-30.0,1
AAA,2013J,572652,M,West Midlands Region,HE Qualification,70-80%,0-35,0,120,N,5.0,73.2,5.8,1.0,20.0,780.0,42.0,22.0,-9.0,240.0,35.45454545454545,249.0,-158.0,0
AAA,2013J,580389,M,Ireland,HE Qualification,90-100%,0-35,0,120,N,5.0,71.4,1.2,1.0,20.0,1271.0,50.0,23.0,-4.0,243.0,55.26086956521739,247.0,-22.0,0
AAA,2013J,581129,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,120,N,2.0,40.0,0.0,0.0,20.0,194.0,19.0,13.0,9.0,216.0,14.923076923076923,207.0,-38.0,1
AAA,2013J,588775,M,South West Region,A Level or Equivalent,90-100%,0-35,0,120,N,5.0,82.8,-1.2,0.0,20.0,7067.0,259.0,41.0,-10.0,268.0,172.3658536585366,278.0,-17.0,0
AAA,2013J,591774,M,South Region,Post Graduate Qualification,90-100%,35-55,0,60,N,5.0,76.2,0.0,0.0,20.0,605.0,36.0,21.0,-6.0,254.0,28.80952380952381,260.0,-46.0,0
AAA,2013J,603861,M,North Region,HE Qualification,Unknown,55<=,0,60,N,5.0,63.0,4.0,3.0,20.0,955.0,68.0,28.0,-10.0,208.0,34.107142857142854,218.0,-38.0,1
AAA,2013J,606143,M,Scotland,Post Graduate Qualification,90-100%,35-55,0,60,N,2.0,66.0,0.0,0.0,15.0,406.0,34.0,15.0,-4.0,116.0,27.066666666666666,120.0,-43.0,1
AAA,2013J,704156,M,South Region,HE Qualification,90-100%,55<=,0,120,N,5.0,66.0,0.2,1.0,20.0,3064.0,131.0,37.0,-10.0,251.0,82.8108108108108,261.0,-29.0,0
AAA,2013J,705379,M,West Midlands Region,A Level or Equivalent,60-70%,55<=,0,120,N,5.0,80.8,-0.8,1.0,20.0,5680.0,226.0,41.0,-10.0,268.0,138.53658536585365,278.0,-57.0,0
AAA,2013J,721259,F,South Region,Lower Than A Level,50-60%,55<=,0,120,N,1.0,,3.0,1.0,10.0,1228.0,27.0,5.0,-10.0,20.0,245.6,30.0,-73.0,1
AAA,2013J,749412,M,South Region,Lower Than A Level,70-80%,55<=,0,60,N,5.0,72.0,-6.0,0.0,20.0,4007.0,187.0,38.0,-10.0,261.0,105.44736842105263,271.0,-138.0,0
AAA,2013J,760729,M,West Midlands Region,A Level or Equivalent,60-70%,55<=,0,60,N,5.0,81.2,-2.0,0.0,20.0,7288.0,229.0,41.0,-10.0,268.0,177.7560975609756,278.0,-67.0,0
AAA,2013J,905042,F,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,N,5.0,76.4,-0.2,1.0,20.0,3004.0,166.0,37.0,-8.0,268.0,81.1891891891892,276.0,-91.0,0
AAA,2013J,949618,F,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,5.0,61.8,-1.2,0.0,20.0,1357.0,94.0,37.0,-10.0,265.0,36.67567567567568,275.0,-59.0,0
AAA,2013J,958987,M,North Western Region,HE Qualification,40-50%,35-55,0,60,N,5.0,77.2,0.0,1.0,20.0,1216.0,102.0,39.0,-10.0,268.0,31.17948717948718,278.0,-67.0,0
AAA,2013J,968578,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,60,N,5.0,72.0,3.8,3.0,20.0,870.0,66.0,31.0,-10.0,253.0,28.06451612903226,263.0,-170.0,0
AAA,2013J,969076,M,South West Region,A Level or Equivalent,80-90%,35-55,0,180,N,4.0,59.75,-0.5,0.0,17.5,1980.0,135.0,27.0,-9.0,173.0,73.33333333333333,182.0,-42.0,1
AAA,2013J,971027,F,West Midlands Region,HE Qualification,90-100%,35-55,0,60,N,5.0,68.0,-1.0,0.0,20.0,3098.0,158.0,39.0,-10.0,268.0,79.43589743589743,278.0,-62.0,0
AAA,2013J,978739,M,South Region,HE Qualification,90-100%,35-55,0,60,N,5.0,56.6,0.6,1.0,20.0,5988.0,176.0,39.0,-10.0,268.0,153.53846153846155,278.0,-108.0,0
AAA,2013J,1035023,F,London Region,Lower Than A Level,30-40%,35-55,0,60,N,5.0,70.0,-0.4,0.0,20.0,1896.0,150.0,38.0,-10.0,247.0,49.89473684210526,257.0,-87.0,0
AAA,2013J,1105478,M,Scotland,HE Qualification,80-90%,55<=,0,60,N,5.0,82.6,0.8,2.0,20.0,1695.0,125.0,40.0,-10.0,266.0,42.375,276.0,-144.0,0
AAA,2013J,1352868,M,Yorkshire Region,A Level or Equivalent,20-30%,35-55,0,60,N,2.0,65.5,5.0,1.0,15.0,641.0,36.0,17.0,-10.0,253.0,37.705882352941174,263.0,-63.0,1
AAA,2013J,1401935,M,West Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,2.0,35.0,7.0,2.0,15.0,240.0,24.0,15.0,-10.0,128.0,16.0,138.0,-35.0,1
AAA,2013J,1402638,F,East Midlands Region,HE Qualification,30-40%,35-55,0,60,N,5.0,75.2,5.4,5.0,20.0,910.0,75.0,31.0,-10.0,250.0,29.35483870967742,260.0,-195.0,0
AAA,2013J,1414443,F,Yorkshire Region,A Level or Equivalent,10-20,35-55,0,120,N,2.0,59.0,41.5,2.0,15.0,1907.0,43.0,28.0,-9.0,211.0,68.10714285714286,220.0,-169.0,1
AAA,2013J,1456619,M,South West Region,A Level or Equivalent,90-100%,35-55,0,60,N,0.0,,,0.0,,467.0,22.0,6.0,-10.0,24.0,77.83333333333333,34.0,-87.0,1
AAA,2013J,1465690,M,West Midlands Region,HE Qualification,40-50%,35-55,0,120,N,5.0,81.8,-0.6,0.0,20.0,3460.0,165.0,37.0,-9.0,268.0,93.51351351351352,277.0,-38.0,0
AAA,2013J,1472925,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,Y,5.0,61.6,3.0,2.0,20.0,939.0,47.0,22.0,21.0,242.0,42.68181818181818,221.0,20.0,1
AAA,2013J,1488959,M,London Region,A Level or Equivalent,70-80%,35-55,0,60,N,5.0,61.8,1.4,4.0,20.0,3493.0,155.0,36.0,-10.0,242.0,97.02777777777777,252.0,-30.0,0
AAA,2013J,1518989,F,South East Region,Lower Than A Level,80-90%,35-55,0,60,N,5.0,73.0,0.8,1.0,20.0,4202.0,133.0,38.0,-10.0,262.0,110.57894736842105,272.0,-102.0,0
AAA,2013J,1618738,M,London Region,Lower Than A Level,90-100%,35-55,0,60,N,5.0,79.6,-1.4,0.0,20.0,723.0,19.0,14.0,0.0,242.0,51.642857142857146,242.0,-95.0,0
AAA,2013J,1620151,M,South Region,HE Qualification,90-100%,35-55,0,60,N,2.0,77.5,2.0,1.0,15.0,998.0,44.0,20.0,-10.0,162.0,49.9,172.0,-95.0,1
AAA,2013J,1626710,M,North Western Region,A Level or Equivalent,60-70%,35-55,0,60,N,5.0,84.6,-2.8,0.0,20.0,6025.0,215.0,41.0,-10.0,268.0,146.9512195121951,278.0,-195.0,0
AAA,2013J,1640609,M,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,5.0,85.0,-1.8,0.0,20.0,5061.0,227.0,40.0,-10.0,262.0,126.525,272.0,-191.0,0
AAA,2013J,1686521,F,North Western Region,Lower Than A Level,50-60%,35-55,0,60,N,1.0,68.0,-2.0,0.0,10.0,643.0,29.0,7.0,-10.0,28.0,91.85714285714286,38.0,-124.0,1
AAA,2013J,1729319,F,Scotland,HE Qualification,40-50%,35-55,0,60,N,5.0,78.2,0.0,0.0,20.0,2756.0,124.0,36.0,-10.0,244.0,76.55555555555556,254.0,-106.0,0
AAA,2013J,1746134,M,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,5.0,83.8,-4.8,0.0,20.0,1759.0,75.0,30.0,-9.0,241.0,58.63333333333333,250.0,-30.0,0
AAA,2013J,1758449,M,South Region,Lower Than A Level,30-40%,35-55,0,75,N,2.0,61.0,-0.5,0.0,15.0,2756.0,75.0,17.0,-10.0,102.0,162.11764705882354,112.0,-198.0,1
AAA,2013J,1763015,F,Scotland,A Level or Equivalent,10-20,35-55,0,60,N,0.0,,,0.0,,420.0,3.0,1.0,-5.0,-2.0,420.0,3.0,-58.0,1
AAA,2013J,1765788,M,South East Region,HE Qualification,70-80%,55<=,0,60,N,5.0,66.2,2.4,3.0,20.0,7057.0,224.0,40.0,-10.0,264.0,176.425,274.0,-43.0,0
AAA,2013J,1801229,M,Ireland,HE Qualification,Unknown,35-55,0,60,N,5.0,76.8,2.0,2.0,20.0,1443.0,86.0,26.0,-9.0,243.0,55.5,252.0,-106.0,0
AAA,2013J,1801641,M,Scotland,A Level or Equivalent,30-40%,35-55,0,60,N,5.0,77.4,-1.0,0.0,20.0,459.0,41.0,24.0,-10.0,234.0,19.125,244.0,-32.0,0
AAA,2013J,1847830,M,South West Region,Lower Than A Level,40-50%,35-55,0,60,N,5.0,71.0,-1.0,0.0,20.0,6518.0,238.0,41.0,-10.0,268.0,158.97560975609755,278.0,-164.0,0
AAA,2013J,1860318,M,South West Region,Lower Than A Level,40-50%,35-55,0,300,Y,5.0,62.6,0.0,0.0,20.0,5975.0,228.0,40.0,-10.0,267.0,149.375,277.0,-53.0,0
AAA,2013J,1889511,M,Yorkshire Region,A Level or Equivalent,50-60%,35-55,0,60,N,5.0,72.0,2.0,2.0,20.0,1754.0,99.0,32.0,-10.0,243.0,54.8125,253.0,-42.0,0
AAA,2013J,1889577,F,South Region,A Level or Equivalent,70-80%,35-55,0,60,Y,5.0,73.6,0.8,1.0,20.0,931.0,63.0,33.0,-8.0,267.0,28.21212121212121,275.0,-81.0,0
AAA,2013J,1894188,F,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,5.0,70.4,-4.6,0.0,20.0,4294.0,120.0,35.0,-10.0,265.0,122.68571428571428,275.0,-57.0,0
AAA,2013J,1938355,M,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,5.0,73.0,-6.6,0.0,20.0,1992.0,147.0,40.0,-10.0,265.0,49.8,275.0,-102.0,0
