Gender,Age,Department,Attendance (%),Midterm_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night,at_risk
Male,18,Mathematics,85.36,94.1,52.69,73.13,68.3,95.42,15.7,No,Yes,Master's,Low,9,4.0,0
Male,24,Engineering,53.99,65.76,94.5,58.21,32.5,83.39,23.0,No,No,Unknown,High,4,8.8,0
Male,21,Engineering,70.1,88.85,65.28,69.61,87.10000000000001,80.88,10.9,Yes,Yes,PhD,Medium,10,6.6,0
Female,22,Mathematics,82.33,63.33,56.89,86.34,59.8,96.32,22.5,Yes,Yes,PhD,High,7,4.4,0
Male,20,Mathematics,67.54,91.06,54.4,60.87,84.9,99.68,30.0,No,Yes,PhD,Medium,9,4.5,0
Female,21,Engineering,63.67,78.2,86.02,59.1,46.900000000000006,58.17,26.6,No,No,Unknown,High,7,6.2,1
Male,22,Mathematics,78.87,48.46,85.2,68.82,50.1,87.45,20.9,Yes,Yes,Bachelor's,Low,1,7.5,1
Female,24,Mathematics,96.68,78.98,85.01,90.93,29.1,79.0,28.5,No,Yes,Unknown,Medium,6,6.0,0
Female,22,Business,51.75,51.48,95.79,81.18,38.8,73.05,29.8,Yes,No,Master's,Medium,2,8.1,1
Female,18,Mathematics,88.46,64.72,67.45,97.88,56.8,98.88,19.3,Yes,No,Bachelor's,Medium,7,5.6,0
Female,23,Business,86.14,50.22,78.06,95.23,94.7,92.51,11.8,Yes,No,PhD,Low,9,4.2,0
Male,19,CS,98.2,41.32,80.97,57.56,60.0,84.84,27.9,Yes,Yes,Unknown,Low,7,4.0,1
Male,21,Business,96.54,52.71,98.97,52.13,14.7,69.13,26.1,Yes,No,High School,High,8,8.3,1
Male,21,Business,88.11,72.18,65.62,69.95,0.7000000000000001,83.3,7.1,Yes,Yes,PhD,High,2,8.9,0
Male,21,Mathematics,76.02,68.89,97.82,76.1,85.1,76.58,28.4,Yes,Yes,High School,High,10,4.7,0
Female,22,Engineering,60.21,70.09,57.44,75.78,36.4,62.47,14.2,Yes,No,Bachelor's,Medium,5,4.3,0
Female,18,CS,77.26,54.86,88.2,56.71,31.5,72.52,13.1,No,No,PhD,High,10,8.6,1
Female,22,CS,88.27,81.11,81.64,56.24,80.1,60.61,13.6,Yes,Yes,Unknown,High,1,4.5,1
Male,22,CS,94.78,82.26,90.84,52.34,94.5,75.02,13.0,No,Yes,High School,Medium,3,5.1,0
Female,23,Engineering,89.49,61.48,51.43,92.54,74.80000000000001,86.01,17.9,No,No,Unknown,High,1,8.0,1
Male,20,CS,59.76,92.87,53.91,97.39,17.4,51.83,19.5,No,Yes,PhD,Medium,2,9.0,0
Female,18,CS,79.98,78.64,53.48,55.78,39.1,88.27,15.6,No,No,Unknown,Medium,4,6.4,1
Female,21,Engineering,66.61,82.78,79.65,60.66,75.9,51.0,15.3,No,No,PhD,High,6,5.1,0
Female,19,CS,50.46,56.64,80.15,54.49,90.7,75.86,23.4,Yes,Yes,Master's,High,1,8.2,0
Female,21,Mathematics,60.01,40.04,95.31,93.88,99.9,78.67,5.1,Yes,No,Unknown,High,9,6.0,0
Female,22,Mathematics,55.66,91.92,73.38,97.94,51.2,88.06,28.7,Yes,Yes,Master's,Low,1,5.4,0
Male,18,Business,92.14,89.35,53.4,63.09,82.30000000000001,88.05,22.9,No,Yes,High School,High,8,6.5,0
Female,24,Business,62.93,47.39,60.48,65.18,4.699999999999999,70.87,22.7,Yes,No,Unknown,Low,1,8.3,1
Male,18,Business,64.23,62.45,50.4,68.13,28.6,53.32,15.5,No,Yes,Unknown,Medium,1,5.2,1
Male,18,Mathematics,98.0,79.68,88.84,75.12,37.2,84.68,29.1,Yes,No,High School,Medium,8,6.1,0
Male,20,Mathematics,68.95,79.13,90.78,84.12,97.6,75.55,5.0,No,No,Unknown,High,2,6.2,0
Male,21,Mathematics,50.48,91.62,99.9,75.22,0.3,66.65,6.9,No,No,PhD,High,1,8.2,0
Male,20,Business,64.19,48.42,70.61,97.55,30.8,61.74,25.1,No,No,Master's,High,7,7.4,1
Male,24,Business,55.96,65.8,50.96,54.99,93.0,55.99,23.5,Yes,No,Bachelor's,Low,1,7.9,1
Male,24,Business,55.14,45.83,61.74,89.93,30.7,64.76,11.8,No,No,PhD,Medium,4,7.5,1
Male,23,Business,53.87,63.38,79.39,66.72,22.5,72.92,19.9,Yes,No,Bachelor's,Low,10,7.0,1
Female,19,Business,79.66,40.91,98.1,68.88,73.0,73.88,18.3,Yes,No,High School,High,10,4.7,1
Female,23,Business,59.47,93.9,55.18,85.44,74.5,79.14,18.2,No,No,High School,Low,9,8.2,0
Male,22,Mathematics,68.06,71.62,56.08,96.47,47.2,68.12,19.9,No,Yes,Unknown,Medium,10,7.0,0
Male,20,Engineering,93.1,90.99,85.09,85.81,94.7,95.99,29.8,Yes,No,PhD,High,3,7.5,0
Male,20,Engineering,71.22,43.59,83.36,88.79,20.3,74.79,29.7,No,No,Bachelor's,Low,6,7.9,0
Female,23,Business,95.78,53.65,62.53,87.54,91.3,71.19,29.5,Yes,Yes,Master's,Medium,10,5.6,1
Female,22,Engineering,74.9,55.56,90.66,66.05,75.6,52.41,18.7,Yes,Yes,PhD,High,9,6.2,1
Male,18,Engineering,69.94,63.2,56.44,87.85,36.8,79.95,13.0,Yes,Yes,High School,High,4,6.7,1
Male,22,Mathematics,87.52,88.17,96.29,89.23,80.7,80.14,19.0,Yes,No,PhD,High,3,5.7,0
Female,21,Business,53.66,63.19,60.05,76.67,13.3,79.16,20.6,No,No,Master's,High,5,5.3,0
Female,23,Business,54.47,52.28,54.07,76.84,13.1,94.38,12.8,No,Yes,PhD,Low,7,7.9,1
Male,22,Engineering,82.6,43.9,66.98,87.99,93.0,88.15,20.8,Yes,No,Unknown,Low,5,7.8,1
Male,18,Business,74.35,44.77,59.39,90.85,9.5,93.37,20.5,No,Yes,Master's,High,4,8.2,0
Male,22,Business,89.52,85.6,76.35,66.86,0.4,52.97,27.6,No,Yes,Bachelor's,High,1,7.5,0
Male,20,Business,95.81,66.69,84.34,90.08,38.9,65.91,10.9,No,No,High School,Low,6,5.6,1
Female,19,Business,69.42,83.57,74.55,90.71,10.4,65.94,22.4,Yes,Yes,PhD,Low,4,5.6,0
Female,20,Engineering,79.82,80.94,83.03,61.71,86.30000000000001,82.85,16.3,Yes,No,Master's,High,6,6.6,0
Male,24,CS,75.03,48.12,68.25,85.85,92.3,72.43,8.2,Yes,No,Unknown,High,6,8.2,1
Male,19,Engineering,99.08,48.57,51.4,59.33,48.2,88.87,12.9,Yes,No,Unknown,Low,4,5.7,1
Male,24,Mathematics,91.55,85.32,98.7,54.65,42.5,69.22,6.4,No,Yes,Bachelor's,Low,8,7.8,0
Female,22,CS,95.59,83.28,90.97,78.73,53.9,61.08,13.0,Yes,No,High School,Low,4,5.5,0
Male,21,CS,62.72,62.68,53.67,95.43,22.6,64.55,6.7,Yes,No,Unknown,Low,5,5.7,1
Male,22,CS,88.63,44.65,72.46,51.77,29.8,59.12,28.1,No,No,High School,High,5,7.8,1
Male,18,Engineering,63.27,40.73,81.75,91.33,10.1,59.89,7.5,Yes,Yes,Master's,Low,2,7.4,1
Female,22,Mathematics,60.44,57.29,59.53,75.32,44.6,60.84,25.4,Yes,Yes,PhD,High,8,5.0,1
Male,19,Engineering,97.21,40.55,78.9,93.04,61.2,50.8,27.7,Yes,Yes,Bachelor's,Low,8,8.1,1
Female,20,Mathematics,50.97,53.8,76.68,92.17,93.0,85.8,16.7,Yes,Yes,Unknown,Low,10,7.9,0
Male,21,Engineering,98.27,65.17,60.41,93.76,73.89999999999999,69.98,6.3,Yes,Yes,PhD,Medium,8,8.0,1
Male,24,Engineering,57.46,47.28,57.06,88.44,72.30000000000001,51.13,19.9,No,Yes,Unknown,Medium,1,6.4,1
Male,22,Engineering,90.97,46.26,87.95,92.15,30.8,68.5,10.9,No,Yes,Bachelor's,Medium,7,5.6,1
Female,22,CS,63.8,93.79,66.13,58.8,88.80000000000001,95.27,9.4,Yes,No,Unknown,Low,3,8.2,0
Male,20,Engineering,67.54,75.13,62.2,65.19,94.7,75.56,19.2,No,Yes,Bachelor's,Medium,1,6.9,0
Male,21,Mathematics,60.84,96.07,86.89,62.12,93.2,99.34,13.9,No,Yes,PhD,Medium,5,8.7,0
Female,23,Mathematics,79.28,60.75,86.8,87.12,3.9,77.0,23.3,No,Yes,Master's,High,4,5.3,0
Female,24,Mathematics,67.4,80.63,63.82,57.68,60.4,98.14,19.8,Yes,Yes,Bachelor's,Medium,7,8.9,0
Female,22,CS,82.87,52.28,93.63,59.11,64.3,60.09,25.7,No,No,Master's,Medium,1,5.9,0
Male,22,Engineering,50.78,77.1,84.41,93.95,29.5,64.5,6.5,No,Yes,High School,High,1,5.9,1
Female,23,Engineering,53.22,47.78,67.29,85.29,99.2,85.0,10.9,No,No,PhD,Low,8,5.2,1
Male,24,Business,54.98,40.12,71.37,93.77,29.1,99.34,19.2,No,Yes,Bachelor's,Medium,4,8.8,0
Female,19,CS,70.95,95.89,86.34,56.97,21.7,91.26,27.0,Yes,Yes,PhD,High,9,4.2,0
Female,19,Mathematics,90.74,73.29,60.58,69.95,48.4,77.69,25.3,Yes,No,Master's,High,10,6.4,1
Female,18,Mathematics,94.41,95.62,73.44,64.16,32.3,54.26,22.0,No,Yes,Master's,Medium,10,5.8,1
Male,20,Engineering,62.24,60.03,82.68,50.48,92.4,68.22,19.4,No,Yes,PhD,High,5,4.8,1
Male,21,Mathematics,78.72,59.67,76.97,64.23,44.0,54.32,20.8,Yes,Yes,PhD,Medium,6,7.6,1
Male,22,Engineering,88.42,64.04,80.42,68.98,41.0,65.56,10.3,Yes,No,Master's,Low,2,8.5,0
Male,24,Engineering,64.44,82.36,77.31,54.61,62.6,62.94,19.9,No,Yes,PhD,Medium,3,5.2,1
Male,22,Business,70.45,73.95,59.96,78.32,8.100000000000001,69.43,17.3,No,No,Master's,Low,7,6.5,1
Male,18,CS,76.2,95.52,70.51,69.16,75.7,91.86,14.6,No,Yes,High School,High,7,6.9,0
Male,24,Engineering,56.74,41.53,76.6,52.32,76.8,57.52,27.2,No,No,Master's,High,6,6.0,1
Male,24,Engineering,51.3,82.49,89.0,85.2,47.400000000000006,65.3,25.7,No,Yes,Unknown,Low,4,8.6,0
Male,22,Engineering,57.64,59.82,82.7,86.46,95.6,63.06,6.9,Yes,Yes,Master's,Medium,10,6.3,1
Female,20,Business,81.34,50.81,71.33,91.72,57.9,64.81,29.6,Yes,No,High School,Medium,4,8.9,0
Female,18,Engineering,53.68,70.62,98.72,74.28,69.5,68.03,10.7,No,No,Master's,Medium,8,5.5,0
Male,20,CS,59.48,70.3,55.39,98.43,92.4,62.22,10.4,No,Yes,PhD,High,9,4.4,1
Male,18,CS,66.89,48.22,60.34,95.7,66.6,97.13,28.6,Yes,Yes,High School,High,8,6.9,0
Male,22,Mathematics,53.89,52.11,67.07,77.57,43.2,71.01,16.1,No,No,Bachelor's,Low,8,8.1,1
Male,18,CS,59.58,64.49,61.43,72.25,2.5,55.71,25.1,Yes,No,Master's,Medium,5,5.9,1
Female,19,Mathematics,95.56,64.53,81.27,50.15,72.8,73.38,12.2,No,Yes,PhD,High,2,4.9,1
Female,24,CS,50.96,59.05,51.98,85.55,96.5,59.22,26.8,No,Yes,Bachelor's,High,10,7.7,1
Male,21,Mathematics,82.67,48.91,58.87,78.25,47.0,60.81,25.8,Yes,No,Bachelor's,High,2,5.4,1
Female,22,Engineering,69.22,40.26,64.67,96.88,34.0,64.25,18.0,Yes,Yes,Bachelor's,Low,2,7.8,1
Female,23,Business,83.63,98.21,84.17,79.71,51.900000000000006,56.24,22.6,No,No,Unknown,High,6,5.3,0
Male,21,Business,79.43,96.61,93.79,99.64,72.8,86.06,29.1,Yes,Yes,PhD,Low,10,6.8,0
Male,22,Business,61.17,69.02,89.92,92.69,0.1,89.6,16.3,Yes,Yes,Unknown,Low,5,8.4,0
Male,21,Engineering,92.36,99.7,59.1,97.68,88.69999999999999,69.71,17.4,Yes,Yes,PhD,Low,4,5.0,0
Male,19,Business,74.6,80.42,78.27,66.38,88.6,84.45,23.1,No,Yes,PhD,Medium,4,8.1,0
Female,21,CS,91.13,44.13,51.5,57.47,54.1,69.45,14.7,No,Yes,High School,Medium,8,5.3,1
Male,18,Mathematics,70.3,47.06,65.53,89.84,12.2,58.2,29.0,Yes,No,Bachelor's,High,10,7.3,1
Female,21,Engineering,99.23,94.97,90.3,89.31,67.2,69.86,6.0,No,No,Master's,Medium,2,5.2,0
Male,22,Business,88.52,77.8,72.83,60.57,13.8,77.85,15.1,Yes,No,High School,Medium,5,4.6,0
Female,23,CS,98.3,90.59,57.5,88.24,50.8,52.05,22.8,Yes,Yes,Master's,High,7,7.3,0
Male,23,CS,75.72,93.9,71.93,79.1,9.4,82.72,15.7,Yes,No,Bachelor's,Low,7,7.0,0
Male,20,Engineering,73.68,66.88,59.9,55.48,58.9,87.13,11.5,Yes,Yes,PhD,Low,8,6.0,0
Female,24,Engineering,87.77,42.91,69.66,75.09,31.8,93.0,15.3,Yes,Yes,High School,High,3,4.2,1
Female,21,Business,94.01,51.3,74.39,96.56,83.10000000000001,55.14,27.0,No,Yes,Unknown,High,2,6.4,0
Female,23,Mathematics,98.21,43.99,67.48,75.32,80.0,50.0,18.7,No,Yes,PhD,Medium,8,4.7,1
Male,21,Business,66.23,51.32,96.85,89.43,99.8,53.66,13.4,No,No,Unknown,Low,9,5.8,1
Female,24,Business,89.94,64.63,78.13,51.45,25.8,96.21,21.8,No,Yes,PhD,Medium,1,6.9,0
Female,23,Engineering,60.53,47.09,92.14,86.4,6.2,88.28,20.3,Yes,Yes,PhD,Low,9,8.7,0
Female,24,Business,77.28,50.0,88.04,97.34,44.3,91.77,19.0,No,No,Bachelor's,Low,8,6.6,0
Female,21,Business,58.99,66.75,83.06,74.98,8.299999999999999,75.85,14.8,Yes,Yes,High School,Medium,7,5.0,1
Female,22,Mathematics,67.37,60.41,74.84,66.89,17.8,76.34,6.8,Yes,No,Master's,Low,8,8.7,1
Female,21,CS,96.57,68.06,50.11,82.33,59.7,64.93,20.5,Yes,No,Bachelor's,Low,3,4.1,1
Female,24,CS,57.3,65.75,80.67,95.81,59.2,92.14,15.5,No,No,Master's,Low,2,7.2,0
Female,22,Mathematics,81.62,78.67,67.8,58.84,4.3,91.49,15.7,No,No,PhD,Medium,4,5.3,1
Female,22,CS,79.65,96.23,55.89,70.18,44.3,69.61,10.9,Yes,Yes,Unknown,Medium,7,7.8,1
Male,20,Business,56.04,46.47,72.23,57.81,53.0,66.46,11.2,No,No,Master's,High,2,5.7,1
Male,23,Mathematics,66.3,45.96,86.78,74.83,26.8,86.92,24.7,No,Yes,Unknown,Low,7,6.1,0
Female,18,Mathematics,78.15,91.17,98.08,77.02,87.2,51.31,17.0,Yes,Yes,Master's,Low,7,7.9,1
Male,22,Engineering,59.36,70.38,68.71,97.21,16.1,93.0,7.7,No,No,Unknown,Low,10,8.5,0
Male,24,CS,90.03,85.98,77.14,70.63,25.4,72.31,6.1,No,Yes,Bachelor's,Medium,9,4.9,1
Female,23,Engineering,98.61,52.93,92.56,78.35,15.7,72.07,10.6,No,Yes,Master's,Low,3,5.5,1
Female,19,Business,60.74,89.73,66.7,94.26,11.7,83.45,17.2,Yes,No,Bachelor's,Medium,9,4.0,0
Female,21,Mathematics,59.35,95.43,57.11,66.07,87.89999999999999,82.29,20.4,Yes,No,Bachelor's,Medium,7,8.3,0
Female,24,Business,72.75,78.13,64.09,83.71,27.8,63.3,8.6,No,Yes,Unknown,Medium,8,8.7,1
Female,19,CS,87.39,46.35,94.96,87.86,72.30000000000001,97.16,15.8,No,No,Master's,Medium,3,5.4,0
Female,24,Engineering,64.08,93.72,57.97,66.53,42.8,99.32,6.8,No,Yes,Master's,High,5,5.9,0
Male,21,CS,50.99,87.55,66.46,58.22,63.6,76.3,5.9,No,No,High School,Medium,7,6.1,1
Female,20,Business,77.06,85.05,73.23,75.15,92.8,78.07,26.6,No,No,Unknown,High,8,6.0,0
Male,24,Engineering,97.83,42.2,92.36,67.84,84.5,77.72,21.5,No,Yes,Master's,Medium,6,6.0,1
Female,22,CS,69.56,87.94,96.89,63.32,6.9,74.29,24.5,Yes,Yes,PhD,Medium,6,6.4,0
Female,18,Business,71.01,48.28,71.29,98.67,84.5,97.26,9.5,No,Yes,High School,Low,5,4.8,0
Male,22,CS,98.45,53.34,96.6,75.11,45.2,62.24,13.1,Yes,No,Master's,Medium,4,4.3,1
Female,21,Mathematics,84.73,74.63,58.07,92.82,35.0,55.4,16.1,No,No,Unknown,Low,7,7.6,1
Female,24,Engineering,85.96,55.9,57.84,59.77,67.2,96.48,21.5,Yes,Yes,PhD,Medium,10,8.2,0
Male,18,Engineering,78.14,79.68,97.46,96.97,95.0,60.65,18.4,Yes,No,Master's,High,5,8.1,0
Female,22,Engineering,98.73,76.48,75.48,89.72,9.4,87.46,18.8,Yes,Yes,Bachelor's,High,8,7.1,0
Male,18,Mathematics,84.44,46.49,59.3,90.43,76.8,60.19,8.9,No,No,Bachelor's,High,1,8.8,1
Female,21,Engineering,94.75,79.36,74.4,69.49,20.4,98.01,16.9,Yes,Yes,PhD,Medium,8,4.0,0
Female,20,Mathematics,84.97,95.44,89.16,74.28,38.0,89.56,25.6,Yes,Yes,PhD,Low,5,5.6,0
Male,20,Engineering,86.76,49.67,91.35,79.67,87.4,95.94,17.7,Yes,No,PhD,Medium,4,5.6,0
Female,24,CS,64.52,75.82,93.2,89.49,54.6,97.55,10.0,Yes,No,PhD,Low,6,5.7,0
Male,22,CS,65.17,60.51,78.48,92.45,6.7,54.22,15.3,No,No,Unknown,High,7,8.0,1
Male,19,CS,89.15,67.58,93.35,53.9,50.8,71.67,23.9,Yes,Yes,Bachelor's,Low,3,5.8,1
Male,21,CS,64.84,57.22,75.5,95.2,79.0,82.41,8.4,Yes,Yes,Master's,High,4,6.6,0
Female,22,Mathematics,78.14,61.25,80.35,96.87,52.9,90.12,19.5,Yes,No,Master's,Low,7,7.1,0
Female,22,Business,62.47,41.73,87.94,79.64,16.7,62.07,29.1,Yes,Yes,Bachelor's,Low,7,8.2,1
Male,20,Business,90.85,98.89,71.27,59.34,44.5,95.73,14.5,Yes,Yes,Master's,Low,3,7.1,0
Female,24,CS,55.53,77.49,53.68,90.92,92.4,61.05,6.1,No,No,Bachelor's,High,9,5.9,0
Female,18,Business,91.47,70.04,67.51,77.43,65.8,93.31,20.8,Yes,No,High School,High,3,7.5,0
Female,21,Business,80.14,63.02,81.2,90.86,73.0,75.64,6.2,No,No,Bachelor's,High,8,6.6,0
Male,18,Engineering,59.35,72.36,59.62,90.74,78.60000000000001,75.77,9.8,No,Yes,Master's,High,8,6.6,0
Female,23,Mathematics,77.1,62.81,57.42,54.34,9.1,68.7,6.2,Yes,Yes,High School,Low,3,5.7,1
Male,23,CS,64.12,61.59,64.65,80.35,58.2,55.18,9.3,No,Yes,Master's,High,7,4.0,1
Female,21,Business,66.17,67.84,51.61,74.16,37.6,67.35,26.4,No,Yes,Unknown,Medium,3,5.8,1
Female,24,Business,67.58,56.56,87.17,97.31,13.9,71.34,23.4,Yes,Yes,Master's,Low,2,5.5,1
Male,19,CS,53.17,50.8,62.94,64.83,20.3,73.95,13.5,Yes,No,High School,Medium,7,4.5,1
Female,23,Engineering,99.3,73.4,56.21,60.3,78.1,86.95,27.4,Yes,Yes,Bachelor's,High,8,5.0,0
Male,20,CS,51.58,90.57,84.96,94.85,16.1,67.6,21.6,No,Yes,Master's,Low,9,8.9,0
Female,19,Engineering,83.12,49.17,92.15,57.44,31.200000000000003,70.33,16.2,Yes,No,Bachelor's,High,1,5.4,1
Male,22,Business,68.56,41.96,50.99,84.33,28.5,95.3,6.7,No,Yes,Master's,Low,9,6.6,0
Female,23,Mathematics,82.3,54.81,61.68,65.0,4.9,87.63,23.3,Yes,Yes,PhD,Low,2,6.7,1
Female,20,Engineering,67.81,98.78,97.26,78.39,46.2,51.14,14.4,Yes,No,Master's,High,3,6.8,0
Female,22,Engineering,83.69,89.73,69.26,80.81,76.6,90.6,12.6,No,No,PhD,High,8,4.2,0
Male,19,CS,86.46,75.75,96.93,70.87,2.2,99.5,12.2,Yes,Yes,Master's,Low,2,7.9,0
Male,21,Business,84.53,95.75,63.71,98.75,11.3,96.99,5.2,No,No,Master's,Medium,7,7.7,0
Male,22,Mathematics,55.7,66.72,60.9,56.59,72.0,91.8,23.6,No,Yes,PhD,Low,8,8.9,1
Female,18,CS,82.84,99.0,60.71,69.57,59.400000000000006,81.46,8.6,Yes,No,Unknown,High,10,4.9,0
Male,21,CS,64.0,57.78,54.26,71.52,71.5,63.91,18.0,No,Yes,Bachelor's,High,5,6.8,0
Male,21,Mathematics,51.44,54.42,94.82,81.55,23.0,82.72,5.4,Yes,No,High School,Medium,3,8.0,0
Male,19,Business,70.74,78.28,98.99,70.36,80.39999999999999,84.78,20.7,Yes,No,Master's,Medium,9,4.6,0
Male,19,Mathematics,71.68,62.69,97.73,54.85,48.0,64.08,14.2,Yes,Yes,High School,Low,8,7.9,1
Male,20,CS,73.36,77.58,92.6,97.37,61.0,62.77,20.8,No,Yes,Unknown,Low,3,5.3,0
Male,20,CS,85.24,58.3,92.34,70.8,9.2,69.85,7.2,No,No,Master's,Medium,8,5.4,1
Male,18,Engineering,65.44,77.08,83.05,67.13,20.5,82.06,11.7,No,Yes,PhD,Low,3,8.7,0
Male,21,Mathematics,65.76,56.54,91.31,72.34,77.30000000000001,64.65,7.8,Yes,Yes,PhD,High,6,5.6,0
Male,24,Mathematics,53.03,43.06,60.42,60.83,22.4,77.78,21.2,Yes,Yes,Master's,Low,1,6.9,1
Male,18,Mathematics,84.34,94.73,69.4,55.01,9.3,94.96,7.7,Yes,No,PhD,Low,4,6.2,0
Female,18,CS,78.39,92.99,82.04,57.43,59.7,64.76,20.4,No,Yes,Unknown,Medium,8,4.4,0
Female,24,Business,67.47,98.25,93.74,58.33,54.8,98.3,8.4,No,No,Bachelor's,High,6,8.8,0
Male,24,CS,85.26,82.99,83.02,59.88,60.8,73.67,28.6,Yes,Yes,Bachelor's,Low,5,5.1,0
Female,24,Engineering,76.87,80.96,91.95,71.0,61.8,55.05,15.4,Yes,Yes,Unknown,Low,6,5.3,1
Female,19,CS,73.46,73.54,73.7,81.19,50.0,52.75,8.2,No,Yes,PhD,High,7,5.9,1
Male,18,CS,75.57,47.56,85.87,81.44,49.400000000000006,66.93,6.0,No,No,Bachelor's,High,1,6.5,1
Male,18,CS,81.82,51.35,99.0,50.0,92.4,62.94,13.2,No,No,PhD,High,3,4.7,1
Male,22,Engineering,83.0,57.37,57.67,96.05,53.4,92.19,27.3,No,Yes,PhD,Low,1,7.1,0
Female,24,Mathematics,64.45,93.41,96.35,91.14,61.7,86.88,8.6,Yes,No,High School,Medium,9,6.6,0
Male,24,Business,57.04,50.38,76.12,98.2,26.7,94.23,24.8,No,Yes,Bachelor's,Low,4,5.5,0
Female,20,Business,57.83,95.37,82.16,68.0,87.10000000000001,79.46,15.4,No,No,PhD,Low,2,7.5,0
Male,20,Engineering,81.97,71.37,93.89,83.24,2.4,71.77,25.1,Yes,Yes,High School,High,5,6.6,0
Female,21,Mathematics,93.64,82.93,70.48,58.4,55.7,63.53,26.9,Yes,No,Unknown,High,2,8.2,1
Female,20,Mathematics,70.47,46.61,70.93,90.85,38.4,79.16,29.9,Yes,Yes,Bachelor's,Low,7,8.3,1
Male,23,Engineering,58.48,56.14,76.36,58.07,60.4,80.9,6.7,Yes,No,Unknown,High,4,8.9,0
Male,21,CS,87.83,97.51,50.96,66.3,36.0,69.65,24.9,No,Yes,Unknown,Low,5,4.3,0
Female,24,Mathematics,91.62,55.97,74.83,74.54,71.8,96.83,6.7,Yes,Yes,Master's,High,9,6.0,0
Female,22,Business,94.03,57.79,64.55,79.73,2.0,82.0,12.9,No,Yes,Bachelor's,Medium,2,6.5,1
Male,20,Engineering,80.34,51.86,96.4,77.98,40.6,91.87,21.2,No,No,Unknown,Low,5,5.2,0
Male,22,Business,93.04,47.74,54.39,55.1,83.10000000000001,81.02,16.2,No,Yes,Unknown,Low,4,8.6,0
Female,20,CS,50.77,54.0,72.97,71.08,25.0,65.83,19.1,Yes,No,Unknown,High,3,4.4,1
Male,20,Engineering,55.36,78.54,97.37,96.15,5.300000000000001,86.83,29.2,Yes,Yes,PhD,Low,1,6.1,0
Female,22,Business,54.63,67.32,95.05,93.62,49.7,61.51,25.5,No,No,Bachelor's,Low,6,4.9,0
Male,18,Business,85.63,73.23,85.07,79.54,97.7,79.83,14.1,No,Yes,Bachelor's,Low,7,7.4,0
Male,18,CS,53.48,47.34,79.47,78.62,6.4,70.12,20.0,Yes,No,Bachelor's,High,1,7.5,1
Male,18,Engineering,74.82,88.13,64.04,55.58,7.0,57.49,6.2,Yes,Yes,Bachelor's,High,6,8.4,1
Female,23,Mathematics,73.64,87.05,68.35,60.01,59.5,70.66,16.3,No,Yes,Bachelor's,Low,1,6.0,1
Male,18,Mathematics,65.54,41.3,54.51,62.63,25.0,65.51,20.2,Yes,Yes,Unknown,Medium,6,7.9,1
Female,20,Business,93.52,63.01,89.31,74.41,41.0,55.61,22.9,Yes,No,High School,Medium,4,6.7,0
Male,24,CS,58.52,44.13,66.19,86.57,83.10000000000001,91.19,27.5,No,Yes,Master's,Low,6,8.1,0
Female,19,Business,67.62,87.53,83.39,73.04,19.9,74.93,12.1,Yes,No,Bachelor's,Medium,1,4.4,0
Female,22,CS,88.71,84.24,67.88,56.3,71.9,67.32,27.6,No,No,PhD,Low,1,6.3,0
Male,24,Mathematics,51.52,94.12,73.22,71.97,50.4,75.25,21.5,Yes,No,High School,High,3,4.8,0
Female,19,Business,83.65,54.18,77.75,58.13,90.5,87.73,6.9,No,Yes,PhD,Medium,6,8.0,0
Female,24,Business,90.82,67.38,90.09,87.56,97.3,50.91,14.5,No,No,Unknown,Medium,3,4.8,1
Female,23,CS,96.61,51.07,60.56,58.33,48.5,77.34,16.9,Yes,No,Master's,Low,7,4.0,1
Female,19,Engineering,93.81,62.27,69.94,74.13,58.5,73.96,13.8,Yes,No,Unknown,Low,4,8.6,0
Male,21,CS,65.97,71.33,56.5,84.67,74.6,94.65,7.9,Yes,No,Unknown,High,9,6.4,0
Male,18,Engineering,79.32,43.2,53.79,61.41,31.9,77.8,18.8,No,Yes,Bachelor's,Medium,7,8.9,1
Male,23,Mathematics,53.86,82.89,80.23,53.8,22.7,56.87,8.3,Yes,Yes,PhD,Medium,4,6.3,0
Female,24,Business,62.89,72.6,59.45,78.16,96.5,69.43,27.9,No,No,Bachelor's,Medium,9,7.0,0
Female,20,Business,54.71,89.74,52.99,52.71,43.3,81.05,26.6,No,No,Unknown,Medium,5,7.7,1
Male,18,CS,65.76,56.31,94.85,79.39,0.2,52.3,16.9,Yes,No,Master's,Low,4,5.4,1
Male,18,CS,93.76,94.2,76.72,87.67,83.80000000000001,94.23,6.7,No,No,High School,High,2,4.7,0
Female,19,Mathematics,67.36,99.92,56.73,66.47,60.0,53.39,18.8,No,No,Unknown,Medium,9,7.3,1
Male,21,Mathematics,78.09,95.16,52.67,74.42,16.9,51.53,19.8,No,No,Unknown,High,10,6.6,1
Male,18,Engineering,71.67,86.67,55.99,96.44,3.0,50.1,27.2,Yes,No,Unknown,Low,8,8.1,0
Female,24,Mathematics,72.95,88.74,73.57,73.56,29.1,84.19,6.7,Yes,No,PhD,Low,6,4.2,1
Male,24,Mathematics,98.48,74.42,83.42,99.83,92.8,72.8,22.3,Yes,Yes,High School,Low,1,6.7,0
